Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2010,"12        ",Male,17,Right-Handed,165,25,165,2,Car,11,3.2,35,Dancing,810,800,790,,1000,1000,25,"Same length",75,80,"Ring finger",April,Spring,No,No,Meat,Water,Other,7,9,4,"Yes - broadband connection","In person",20,20,40,3,14,10,20,8,20,5,20,2,0,7,"A lot","Graduate degree",Pop,"Freeze time",Happy,"Musician or singer",Other
USA,KS,2019,"12        ",Male,17,Right-Handed,175,24,180,1,Car,10,.315,51,Basketball,400,400,400,400,400,400,25,"Left foot",80,83,"Ring finger",September,Spring,No,No,Meat,Water,"Physical education",5,12,3,"Yes - other","Text messaging",50,50,10,1,0,5,20,10,10,2,30,7,30,3,Some,"Graduate degree","Rap/Hip hop",,,"Sports person","Wildlife, animals"
USA,MA,2016,"12        ",Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2015,"11        ",Female,16,Right-Handed,178,24,175,1,Car,9,0.683,30.6,Other,1000,1000,800,800,900,900,24,"Same length",102,90,"Index finger",March,Winter,No,No,Fruit,Tea,Art,4,9,5,"Yes - broadband connection","Text messaging",100,100,5,.5,20,5,7,5,5,2,5,10,0,5,Some,"Graduate degree",Pop,Invisibility,Happy,"Musician or singer",Health
USA,IN,2016,"12        ",Female,17,Left-Handed,159,23,130,2,Car,9,.557,36,Tennis,900,800,850,800,900,900,22,"Right foot",73,58,"Index finger",April,Spring,No,No,Pizza/Pasta,Juice,Art,6,10,3,"Yes - broadband connection","Text messaging",70,60,9,6,12,6,6,0,8,9,15,7,0,8,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Friend,Religious
USA,GA,2021,"11        ",Male,16,Right-Handed,167,25,162,3,Bus,24,0.362,34,Walking/Hiking,620,535,754,445,877,947,24,"Left foot",84,76,"Index finger",June,Fall,No,No,Pizza/Pasta,Water,"Computers and technology",7,10,5,"Yes - broadband connection","Internet chat or instant messaging",0,0,1,1,50,5,0,9,1,15,50,0,0,5,"A lot","Graduate degree",Pop,Telepathy,Happy,"Business person",Health
USA,SC,2012,"11        ",Male,15,Right-Handed,5,23,150,2,Bus,45,.082,43,Skateboarding/Rollerblading,500,500,500,,500,500,23,"Same length",,,"Ring finger",March,Summer,No,No,Meat,Tea,"Mathematics and statistics",7,10,4,"Yes - broadband connection","Text messaging",50,49.87,5,0,2,3,0,12,5,14,8,24,0,5,Some,"Some college","Heavy metal",Telepathy,Happy,"Musician or singer",Health
USA,MI,2021,"12        ",Female,17,Right-Handed,173,24,176,1,Car,12,0.34,45,Athletics,950,790,670,560,200,570,25,"Left foot",90,80,"Index finger",May,Fall,No,No,Fruit,Water,Art,9,9,4,"Yes - broadband connection","Text messaging",150,150,5,0,2,6,10,1,6,4,24,1,0,4,"A lot","Graduate degree",Country,Invisibility,Rich,Teacher,"International aid"
USA,PA,2020,"12        ",Male,17,Right-Handed,178,27,178,1,Car,15,0.364,32,Soccer,500,300,400,300,900,1000,27.5,"Left foot",95,100,"Ring finger",May,Spring,Yes,No,Pizza/Pasta,Water,Science,7,8,5,"Yes - broadband connection","Text messaging",40,40,1,4,8,8,2,5,8,2,10,4,8,4,"A lot","Graduate degree",Pop,"Freeze time",Happy,Other,Health
USA,MO,2019,"12        ",Female,18,Right-Handed,162.5,25.5,163,1,Car,12,.41,53,Soccer,,,,,,,,,,,"Index finger",October,Fall,Yes,No,Fruit,Water,Art,6.5,10,6,"Yes - other","In person",,,,,,,,,,,,,,,Some,,,Telepathy,Happy,Relative,"Wildlife, animals"
USA,TX,2011,"12        ",Male,17,Right-Handed,167,25,180,2,Car,10,.296,37,Soccer,600,600,700,,1000,1000,25,"Same length",80,85,"Ring finger",March,Winter,Yes,No,Meat,"Sports drink",Other,7,6,5,"Yes - other","Text messaging",75,80,6,2,1,12,4,4,2,20,12,4,30,3,None,Other,"Rap/Hip hop","Freeze time",Rich,Relative,"Education/Youth development"
USA,WA,2014,"11        ",Female,17,Right-Handed,165,12,61,2,Car,30,.476,71,Soccer,850,422,417,663,722,743,12,"Right foot",8,7.5,"Same length",February,Spring,No,No,Pizza/Pasta,Water,,7,9,3,"Yes - broadband connection","In person",0,0,8,0,8,5,0,0,8,8,9,8,0,6,"Very little","Graduate degree",Other,Invisibility,Happy,Actor,Religious
USA,NC,2020,"12        ",Male,18,Right-Handed,5'6,,,2,Car,,36,47,Soccer,1000,1000,1000,1000,0,1000,,,,,"Index finger",May,Winter,No,No,Poultry,Water,English,7,7,4,"Yes - dial-up connection","Internet chat or instant messaging",0,0,0,2,6,24,5,2,2,1,2,2,0,24,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,"Sports person",Health
USA,WA,2012,"12        ",Female,17,Right-Handed,161,23,162,1,Car,15,.454,38,Running/Jogging,433,492,781,786,556,572,24,"Left foot",7.5,8,"Ring finger",March,Fall,No,No,Fruit,Water,Other,8,9,5,"Yes - broadband connection","Cell phone",15,15,50,1,10,10,12,0,50,50,40,10,0,2,"A lot","Graduate degree",Other,Telepathy,Happy,"Sports person","International aid"
USA,CA,2018,"12        ",Male,17,Right-Handed,173,23,167,1,"Rail (Train/Tram/Subway)",1:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2012,"11        ",Female,16,Right-Handed,157,23,159,1,Car,10,0.297,32,Gymnastics,800,700,500,500,1000,1000,23,"Same length",65,65,"Same length",October,Summer,No,No,Breads/Sandwiches,Water,Art,8,8,4,"Yes - broadband connection","In person",150,150,48,2,3,24,4,1,36,100,24,24,6,14,Some,"Some college","Rap/Hip hop",Telepathy,Happy,Relative,Environment
USA,IN,2020,"10        ",Male,15,Right-Handed,175,26,178,2,Car,8,0.343,41,Soccer,999,800,400,400,50,80,26,"Same length",90,90,"Same length",July,Spring,No,No,Poultry,Milk,"Mathematics and statistics",8,12,4,"Yes - other","Text messaging",100,100,20,0,1,1,30,1,6,1,9,0,0,1,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Sports person",Health
USA,TX,2019,"12        ",Female,17,Left-Handed,157,23,157,2,Car,30,3.8,46,Other,700,800,500,500,1000,800,23,"Same length",70,70,"Same length",September,Fall,Yes,No,Pizza/Pasta,Water,"Social studies",7,9,6,"Yes - dial-up connection","Text messaging",15,20,20,2,14,50,3,0,10,4,8,2,0,3,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,"International aid"
USA,WI,2017,"11        ",Male,17,Right-Handed,167,"25 ",174,1,Car,10,1.037,59,Soccer,893,856,684,754,529,636,"25 ","Same length",80,65,"Index finger",December,Summer,No,No,"No favorite","Soft drink (non-caffeinated)",English,6,7,3,"Yes - other","Text messaging",8,8,1,1,1,1,3,2,3,3,1,1,0,1,Some,"Some college",Classical,Invisibility,Famous,"Sports person","International aid"
USA,PA,2019,"11        ",Male,17,Right-Handed,182,9.5,177,1,Bus,28,0.345,44,,471,572,749,856,1000,1000,9.5,"Same length",7.4,7.4,"Same length",September,Summer,Yes,No,Meat,"Soft drink (caffeinated)",Other,5,8,5,"Yes - other","Internet chat or instant messaging",2,0,1,1,0,10,0,100,25,0,100,100,15,24,"Very little","Some college","Rap/Hip hop",Telepathy,Healthy,Other,Religious
USA,MI,2016,"12        ",Female,17,Right-Handed,145,15,119,2,Car,15,0.448,47,Soccer,626,743,834,267,43,166,16,"Left foot",70,60,"Ring finger",May,Summer,No,No,Seafood,Water,Art,8,7,5,"Yes - other","Text messaging",5,6,3,2,4,9,8,1,2,1,3,0,0,5,"Very little","Graduate degree",Country,Telepathy,Happy,Friend,"Wildlife, animals"
USA,OH,2020,"12        ",Male,19,Right-Handed,5.8,365.7,152.4,12,Walk,30-60,0.445,55,Other,10000,200,5,10000,90,300,365.7,"Same length",6,12,"Same length",December,Winter,No,No,Other,Water,History,6,"4    ",6,"Yes - broadband connection","In person",2000,3000+,4,1,2,less,less,24+,less,24+,less,less,24+,8,"A lot",Other,Other,Telepathy,Happy,Teacher,Environment
USA,NY,2019,"11        ",Female,16,Right-Handed,167,37,67,2,"Rail (Train/Tram/Subway)",35,0.472,46,Other,1000,353,802,802,1000,1000,38,"Left foot",73,73,"Same length",April,Fall,No,No,"No favorite",Coffee,Other,6,7,5,"Yes - broadband connection","Text messaging",400,400,23,0.2,5,1,6,0,14,7,45,0,0,0,"Very little","Graduate degree",Other,Telepathy,Happy,"Community leader or elder","International aid"
USA,KY,2013,"12        ",Female,17,Right-Handed,162,21,174,1,Car,5,.321,31,Running/Jogging,900,900,500,500,1000,1000,23,"Same length",72,75,"Ring finger",June,Summer,No,No,Meat,Tea,Other,7,12,4,"Yes - other","Text messaging",200,200,10,1,5,10,1,0,15,8,16,16,25,10,"A lot","Graduate degree",Country,Invisibility,Healthy,,Health
USA,FL,2021,"10        ",Female,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2019,"12        ",Female,17,Left-Handed,167,24,167,1,Car,10,0.42,38,Dancing,492,561,904,455,930,1000,23.5,"Right foot",80,73,"Index finger",July,Fall,Yes,No,"No favorite",Water,Art,8,6,6,"Yes - other","In person",35,30,55,1,1,30,5,0,55,3,5,3,11,3,Some,"Graduate degree",Other,"Freeze time",Famous,Other,"Education/Youth development"
USA,ID,2017,"12        ",Male,17,Right-Handed,170,.293,169,1,Car,12,.239,35,Bowling,10,20,30,0,300,500,26,"Same length",80,80,"Same length",,,No,No,Meat,Water,Art,8,8,4,"Yes - broadband connection","In person",12,11,6,0,0,6,4,4,1,2,4,5,16,1,"Very little","Graduate degree",Other,"Super strength",Happy,Friend,Religious
USA,MI,2016,"11        ",Male,16,Right-Handed,180,24,175,1,Car,5,.663,40,"Hockey (Ice)",900,950,800,900,800,800,24,"Same length",70,80,"Ring finger",January,Winter,Yes,No,Meat,Milk,"Mathematics and statistics",7,9,4,"Yes - broadband connection","Text messaging",60,80,7,1,4,4,8,4,1,2,1,3,2,2,"A lot","Graduate degree",Pop,Invisibility,Healthy,"Coach or club leader","Wildlife, animals"
USA,DE,2017,"12        ",Male,17,Right-Handed,71.5,33.02,74,1,Car,8,.675,46,Basketball,1000,1000,1000,1000,100,10,30,"Same length",50,50,"Same length",March,Spring,No,No,Pizza/Pasta,Juice,"Mathematics and statistics",8,10,4,"Yes - broadband connection","Text messaging",40,50,45,12,20,20,10,9,10,10,10,10,0,0,None,"Graduate degree","Rap/Hip hop","Freeze time",Rich,Other,"Wildlife, animals"
USA,WA,2021,"11        ",Female,17,Right-Handed,5'3,,,2,Car,2,,,Dancing,,,,,,,,"Left foot",,,"Ring finger",September,Fall,Yes,No,Meat,Water,Science,6,7,8,"Yes - other","Text messaging",30,50,3,2,6.5,22,0,0,13,3,30,0,19,40,"A lot",Other,"Rhythm and blues (R&B)",Telepathy,Happy,"Musician or singer","International aid"
USA,NY,2020,"12        ",Female,17,Right-Handed,160,24,152,5,"Rail (Train/Tram/Subway)",35,0.308,40,Swimming,1000,650,750,500,250,600,25,"Left foot",70,68,"Index finger",August,Summer,Yes,No,Pizza/Pasta,Coffee,English,5,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",18,36,30,5,18,12,6,14,50,40,50,50,10,20,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"Education/Youth development"
USA,TN,2017,"12        ",Male,18,Right-Handed,172,25,177,4,Walk,5,0.69,42,Soccer,900,700,900,900,5,900,25,"Same length",9.5,11,"Ring finger",June,Summer,Yes,No,Meat,Water,Geography,8,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,200,10,1,7,0,18,5,15,2,30,0,0,0,Some,"Graduate degree",Other,Invisibility,Happy,Other,"International aid"
USA,CA,2018,"12        ",Female,16,Right-Handed,177.8,25.4,179.6,3,Car,30,.392,39,"Martial Arts",700,600,500,500,600,650,25.4,"Same length",7.87,7.87,"Same length",April,Spring,No,No,Pizza/Pasta,Water,English,7,11,4,"Yes - broadband connection","Internet chat or instant messaging",22,22,1,0,18,2,0,24,3,1,2,0,0,1,Some,"Graduate degree",Other,Fly,Rich,"Sports person",Environment
